475837.488901 2638720.95915
472653.938086 2634656.42964
472658.466972 2634660.67928
472650.421698 2634655.25751
472651.090372 2634657.72864
472653.938086 2634651.35041
472648.139732 2634688.71036
472651.090372 2634709.36484
472656.991652 2634724.11804
472652.565692 2634697.56228
472662.142991 2634635.33131
472657.454474 2634634.54989
472661.752281 2634632.98705
472653.156667 2634654.08538
472655.110215 2634654.47609
472651.593828 2634653.69467
472654.719506 2634651.35041
472659.408023 2634617.35866
472658.13565 2634593.92417
472658.13565 2634598.61269
472655.009972 2634603.30121
472638.019558 2634167.00247
472691.502589 2634128.26739
472695.744443 2634121.90461
472696.804907 2634119.78368
472698.97159 2634122.50751
472703.283425 2634101.42743
472726.258144 2634109.90539
473891.849807 2634940.38757
473886.509913 2634948.08584
473869.129736 2634918.80963
