477415.093623 2628014.78558
477414.027716 2628036.32857
477702.835847 2629048.05135
477702.000856 2629050.27414
477706.839854 2629049.01234
477475.103443 2630129.17351
485069.070311 2634002.3713
477258.69797 2628823.92835
477246.918025 2628826.65586
477290.42058 2629703.80717
477289.423088 2629698.32096
477295.408041 2629696.32598
477293.413057 2629691.33852
477299.39801 2629690.34103
477282.182181 2629725.22991
477278.688615 2629724.80017
477278.204918 2629729.44096
477271.708513 2629737.69856
477284.675912 2629732.21235
477254.871897 2629756.74747
477262.066284 2629768.20516
477268.799356 2629776.06041
477263.893075 2629744.0016
478642.068908 2630689.42311
478644.331854 2630694.82832
478648.049768 2630694.67101
477254.250157 2629851.12353
477254.673255 2629853.91383
477252.838313 2629869.31939
477248.812037 2629870.95863
477254.29666 2629876.53218
477250.085878 2629878.77219
477251.354514 2629883.39719
477248.902726 2629886.82969
477254.29666 2629881.43576
477255.277375 2629877.02254
477243.999149 2629888.30076
477242.528076 2629897.61756
477244.979864 2629893.6947
477239.095572 2629896.14649
477246.450937 2629897.1272
477251.844872 2629888.79112
477237.034914 2629884.42509
477229.337061 2629898.85379
477232.720923 2629908.40543
477237.134142 2629904.48257
477239.095572 2629908.89579
477149.117072 2629857.88076
477149.820715 2629859.23132
477155.308315 2629857.48296
477158.740818 2629856.01189
477161.192607 2629855.03117
477165.605825 2629855.03117
477182.277986 2629842.28187
477170.019044 2629849.14688
477175.412979 2629847.18545
477176.884052 2629845.22402
477191.338069 2629829.24348
477210.421242 2629831.07172
477202.113433 2629835.42979
477205.055579 2629833.95872
477198.190572 2629837.39122
477259.844323 2629793.94598
477261.00138 2629797.857
477264.571719 2629795.1938
477255.631638 2629800.22845
477265.552435 2629793.23237
477263.100646 2629790.78058
477268.004223 2629799.11666
477268.004223 2629792.74201
477252.312778 2629810.88525
477253.096852 2629821.29228
477248.168385 2629821.56608
477247.073169 2629824.03032
477254.192067 2629824.85173
477255.013479 2629822.9351
477256.656301 2629819.37565
477256.382498 2629821.29228
477259.120535 2629816.91142
477260.763358 2629816.91142
477259.394339 2629818.28044
477255.287283 2629824.57792
477248.715992 2629825.67314
477252.001637 2629828.41118
477258.846732 2629822.9351
477255.561086 2629826.76835
477247.921952 2629825.24711
477247.621692 2629825.61624
477246.640535 2629827.46612
477247.366917 2629829.51574
477244.872344 2629825.59379
477251.355236 2629814.31355
477252.366716 2629808.74812
477252.542627 2629805.40534
477269.258742 2629780.05245
477271.274934 2629774.00388
477271.610965 2629771.31562
477273.627157 2629774.00388
477274.635253 2629773.33181
477272.283029 2629776.02007
477276.987476 2629775.01197
477278.384123 2629762.1414
477278.667635 2629767.9553
477282.363986 2629765.93911
477284.716209 2629772.99578
477291.541391 2629755.59742
477275.92593 2629753.76082
477257.810763 2629889.45995
477260.967844 2629872.8689
477260.622385 2629878.88534
477251.930421 2629895.45351
477247.304661 2629901.81393
477245.122579 2629904.84425
477239.339856 2629911.5692
477235.871059 2629915.83043
477327.683904 2627559.0754
477333.969741 2627508.55518
477349.026746 2627505.20918
477338.988743 2627515.24718
477330.62374 2627523.61219
477228.468224 2627370.43173
477252.943686 2627364.50077
477242.317957 2627328.45169
477230.343689 2627333.2414
