477745.899473 2628865.20726
483177.753294 2634195.03507
477734.5059 2628738.59352
477144.506916 2629861.42186
477857.706639 2628724.15514
477286.443943 2627544.61918
473624.991698 2643501.50198
477605.632148 2648645.46246
477650.105341 2648678.81736
477190.325753 2648536.5613
477181.479487 2648820.31021
477150.325676 2648717.36718
477138.135055 2648805.41056
477052.235314 2648594.09947
476984.190829 2648519.07607
476961.509334 2648526.05499
476543.672803 2645788.28716
476780.29429 2645796.94381
476826.842053 2645754.40735
476856.496269 2645737.19287
476920.294511 2645767.63004
476861.690505 2645705.46624
476867.473487 2645711.08752
476872.15855 2645668.58107
474774.979537 2643506.88549
475758.702683 2644275.6229
