482438.949317 2628954.11336
477802.474241 2628926.17906
478715.04402 2627736.12424
483181.050412 2626744.30093
481612.932133 2627855.796
481621.10142 2627878.14444
481617.555598 2627875.33422
481612.621672 2627880.3179
481608.488578 2627887.72211
481608.192786 2627887.53436
481607.218882 2627888.82844
481607.207837 2627890.50046
481606.982617 2627890.87055
481604.988781 2627889.18529
481602.672148 2627891.39943
481600.931137 2627896.40419
481601.592067 2627897.52328
481603.299934 2627897.53456
481607.470494 2627895.70424
481607.996415 2627894.77878
481611.492537 2627893.87293
481612.471349 2627891.83574
481610.617429 2627891.45192
481611.151937 2627889.226
481612.856119 2627889.79461
481613.073977 2627890.5392
481613.668016 2627890.54313
481613.731229 2627892.21563
481612.910744 2627892.76758
481612.605136 2627894.06607
481612.753646 2627894.06705
481613.935592 2627895.00379
481614.071834 2627896.86257
481614.911949 2627893.33815
481616.989862 2627893.53766
481616.849938 2627892.23622
481617.443978 2627892.24015
481616.935233 2627890.5647
481615.084993 2627889.62355
481616.051534 2627889.44414
481615.6913 2627887.76967
481617.329813 2627887.03734
481617.790061 2627884.81093
481620.768837 2627883.53008
481620.771289 2627883.15853
481623.302081 2627882.24629
481622.200523 2627880.38115
481622.373558 2627876.66654
481627.664021 2627873.91464
481629.46329 2627871.32549
481631.012827 2627872.82201
481630.272734 2627872.44555
481628.71952 2627871.50637
481628.179601 2627885.80844
481625.514476 2627895.82338
481623.283145 2627896.36602
481618.523461 2627897.44932
481608.943324 2627897.57185
481600.519347 2627902.53245
481601.042817 2627901.97855
481604.794239 2627907.39118
479526.990947 2626236.13365
484571.1432 2634308.99519
485106.752436 2633579.16954
485153.823705 2633934.45463
485159.824392 2633925.56888
485162.676877 2633920.93943
485296.317268 2634121.36486
485292.429579 2634127.73786
485301.575859 2634121.13221
485300.856228 2634124.07006
484528.852849 2634405.74078
478089.261013 2635700.1181
478067.364741 2635738.40435
478065.428669 2635738.38915
478061.775541 2635738.91783
478057.455151 2635739.06968
478115.345179 2635558.25974
478119.754429 2635558.07602
478120.673022 2635571.30377
478117.549804 2635569.83402
478120.121866 2635568.54799
478117.366085 2635567.81312
478118.885213 2635568.81253
478119.019554 2635574.79443
478111.527233 2635586.03315
478106.922959 2635612.9363
478103.970927 2635619.04416
478112.040609 2635625.05261
478110.977771 2635627.64532
478109.362576 2635635.58179
478089.800445 2635650.3312
478084.871381 2635652.15041
480133.734381 2634416.94195
480157.086714 2634401.56475
480170.584599 2634363.69729
480169.707302 2634361.46162
480172.552699 2634359.0666
480166.106545 2634354.9335
480156.744544 2634352.63754
480139.09116 2634364.95973
480136.279181 2634373.11435
480125.325435 2634385.29833
480121.588154 2634387.50117
480110.744449 2634394.66963
480081.802819 2634413.78515
480081.142236 2634412.47993
483095.300607 2634087.7248
483068.463272 2634119.70303
483069.209735 2634119.33599
483070.102787 2634119.3414
483070.479398 2634118.60055
483069.023712 2634125.46578
483072.699636 2634120.65765
483056.115027 2634118.69918
482987.04612 2634143.73172
482942.834593 2634327.01797
482933.629029 2634335.32206
482973.289141 2634190.65157
482995.884267 2634183.64477
482988.642022 2634223.81498
483020.881367 2634197.25814
483024.314995 2634195.60695
483062.144336 2634155.3355
483061.679769 2634158.30525
483128.309729 2634401.3444
483023.073124 2634436.56306
483021.810083 2634436.18381
483005.612335 2634455.9643
483033.24399 2634440.89795
482926.565463 2634455.85362
482535.793619 2634277.31192
482603.176367 2634237.41713
483875.616799 2634655.82685
483978.193958 2634577.64451
484815.693651 2633970.72166
484844.43171 2633968.46264
484849.622131 2633944.52459
484827.27271 2633962.6101
484824.172095 2633930.63828
484822.097541 2633928.95494
485090.016458 2633954.17927
485096.314063 2633945.48103
485105.316381 2633931.96681
485131.192935 2633907.95277
485127.822472 2633912.02208
485128.634113 2633913.32689
485120.487182 2633919.97172
485118.248771 2633921.07449
485057.082422 2633975.73996
482523.759105 2635082.43125
482520.039097 2635082.0364
486006.219504 2633397.66847
486015.977362 2633380.62522
486020.366102 2633380.833
477944.382303 2628453.59023
477159.557331 2628738.76852
478666.703709 2630695.18541
477251.461183 2646753.14281
477589.721995 2648716.64385
