477951.325612 2629979.16137
482460.66789 2629024.88589
485104.075743 2633564.84984
485098.824648 2633558.8767
485144.826558 2633947.04011
484503.444212 2634437.55483
484505.521018 2634438.86685
478087.04695 2635659.59899
478849.677404 2634222.09398
478809.132858 2634190.20261
480130.734736 2634419.59899
480148.514051 2634421.50596
480152.480773 2634407.97172
480160.356519 2634399.4815
480154.553983 2634346.67679
483139.663982 2634086.5068
483053.847439 2634124.44477
483068.817349 2634122.67775
483072.770677 2634121.21544
483085.013735 2634299.27205
483096.686208 2634301.38639
482954.401327 2634322.07241
482948.284748 2634324.26448
482999.044228 2634177.80355
483010.194778 2634204.43875
483010.240936 2634209.08367
483022.67204 2634196.52588
482524.79032 2634287.27549
482555.734663 2634254.39917
482555.495138 2634256.99867
482629.068144 2634214.91251
484814.431594 2633970.15744
484813.609976 2633970.71033
484818.115409 2633963.30345
484836.900466 2633971.20851
484849.445875 2633963.28788
484819.029976 2633945.65888
484816.908281 2633938.95909
484813.555513 2633939.68399
485064.962042 2634046.93761
485059.310176 2634046.16423
485060.644894 2634033.16645
485056.212426 2634040.94568
485061.488353 2634028.52635
485063.64649 2634028.5379
485064.756803 2634029.65855
485055.083567 2634015.48715
485096.905426 2633946.22732
485107.843549 2633932.53764
485110.553242 2633926.79278
485122.778159 2633909.88031
485124.781452 2633914.24995
485127.516537 2633885.63904
485138.609038 2633870.83536
485833.331999 2633656.33692
477220.751701 2628813.21405
478666.039173 2630733.45277
477268.591106 2629778.41102
477925.339566 2628625.852
